scientific_name,common_name,status,kingdom,class,act,nsw,nt,qld,sa,tas,vic,wa,group
Austrostipa jacobsiana,-,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Austrostipa metatoris,-,Vulnerable,Plantae,Liliopsida,0,1,0,0,1,0,1,0,Plants
Austrostipa wakoolica,-,Endangered,Plantae,Liliopsida,0,1,0,0,0,0,1,0,Plants
Azorella macquariensis,"Macquarie Azorella, Macquarie Cushions",Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Backhousia tetraptera,-,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Baeckea kandos,a shrub,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Balaenoptera borealis,Sei Whale,Vulnerable,Animalia,Mammalia,0,1,0,1,1,1,1,1,Mammals
Balaenoptera musculus,Blue Whale,Endangered,Animalia,Mammalia,0,1,1,1,1,1,1,1,Mammals
Balaenoptera physalus,Fin Whale,Vulnerable,Animalia,Mammalia,0,1,0,1,1,1,1,1,Mammals
Ballantinia antipoda,Southern Shepherd's Purse,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,1,1,0,Plants
Baloghia marmorata,"Marbled Balogia, Jointed Baloghia",Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Baloskion longipes,Dense Cord-rush,Vulnerable,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Banksia anatona,Cactus Dryandra,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia aurantia,Orange Dryandra,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia brownii,"Brown's Banksia, Feather-leaved Banksia",Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia catoglypta,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia cuneata,"Matchstick Banksia, Quairading Banksia",Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia fuscobractea,Dark-bract Banksia,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia goodii,Good's Banksia,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia ionthocarpa,Kamballup Dryandra,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia mimica,Summer Honeypot,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia montana,Stirling Range Dryandra,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia nivea subsp. uliginosa,Swamp Honeypot,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia oligantha,Wagin Banksia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia paludosa subsp. astrolux,a banksia,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Banksia penicillata,a banksia,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Banksia pseudoplumosa,False Plumed-Banksia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia rufa subsp. pumila,-,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia serratuloides subsp. perissa,Northern Serrate Dryandra,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia serratuloides subsp. serratuloides,Southern Serrate Dryandra,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia sphaerocarpa var. dolichostyla,"Ironcaps Banksia, Ironcap Banksia",Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia squarrosa subsp. argillacea,Whicher Range Dryandra,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia verticillata,"Granite Banksia, Albany Banksia, River Banksia",Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Banksia vincentia,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Barbarea australis,"Native Wintercress, Riverbed Wintercress",Endangered,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Bellatorias obiri,Arnhem Land Egernia,Endangered,Animalia,Reptilia,0,0,1,0,0,0,0,0,Reptiles
Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,Vulnerable,Animalia,Arachnida,0,0,0,0,0,0,0,1,Invertebrates
Bertmainius tingle,Tingle Pygmy Trapdoor Spider,Endangered,Animalia,Arachnida,0,0,0,0,0,0,0,1,Invertebrates
Bertya calycina,a shrub,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Bertya ernestiana,Mt Ernest Bertya,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Bertya granitica,a shrub,Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Bertya ingramii,a shrub,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Bertya mollissima,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Bertya opponens,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Bertya pinifolia,a shrub,Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Bertya sp. Clouds Creek (M.Fatemi 4),-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Bertya tasmanica subsp. tasmanica,Tasmanian Bertya,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Bettongia lesueur Barrow and Boodie Islands subspecies,"Boodie, Burrowing Bettong (Barrow and Boodie Islands)",Vulnerable,Animalia,Mammalia,0,0,0,0,0,0,0,1,Mammals
Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,Animalia,Mammalia,0,1,0,0,1,0,0,1,Mammals
Bettongia penicillata ogilbyi,Woylie,Endangered,Animalia,Mammalia,0,1,0,0,1,0,0,1,Mammals
Bettongia tropica,Northern Bettong,Endangered,Animalia,Mammalia,0,1,0,1,0,0,0,0,Mammals
Beyeria lepidopetala,"Small-petalled Beyeria, Short-petalled Beyeria",Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Beyeria subtecta,Kangaroo Island Turpentine Bush,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Bidyanus bidyanus,"Silver Perch, Bidyan",Endangered,Animalia,Actinopterygii,1,1,0,1,1,0,1,0,Fish
Blechnum norfolkianum,Norfolk Island Water-fern,Endangered,Plantae,Polypodiatae,0,0,0,0,0,0,0,0,Plants
Boehmeria australis subsp. australis,"Tree Nettle, Nettletree",Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,0,Plants
Boronia adamsiana,Barbalin Boronia,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Boronia boliviensis,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Boronia capitata subsp. capitata,a shrub,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Boronia clavata,Bremer Boronia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Boronia deanei subsp. acutifolia,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Boronia deanei subsp. deanei,-,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Boronia exilis,Scott River Boronia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Boronia galbraithiae,"Aniseed Boronia, Galbraith's Boronia",Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Boronia granitica,Granite Boronia,Endangered,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Boronia grimshawii,Grimshaw's boronia,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Boronia hemichiton,Mt Arthur Boronia,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Boronia hippopala,Velvet Boronia,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,1,0,0,Plants
Boronia imlayensis,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Boronia inflexa subsp. torringtonensis,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Boronia keysii,Key's Boronia,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Boronia quadrilata,a shrub,Vulnerable,Plantae,Magnoliopsida,0,0,1,0,0,0,0,0,Plants
Boronia repanda,"Repand Boronia, Border Boronia",Endangered,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Boronia revoluta,Ironcap Boronia,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Boronia subulifolia,Awl-leaved Boronia,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Boronia umbellata,Orara Boronia,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Boronia viridiflora,a shrub,Vulnerable,Plantae,Magnoliopsida,0,0,1,0,0,0,0,0,Plants
Borya mirabilis,Grampians Pincushion-lily,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Bosistoa transversa,"Three-leaved Bosistoa, Yellow Satinheart",Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Bossiaea fragrans,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Bossiaea oligosperma,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Bossiaea peninsularis,Sword Bossiaea,Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Bossiaea sp. Frankland (E.M.Sandiford EMS 896),-,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Botaurus poiciloptilus,Australasian Bittern,Endangered,Animalia,Aves,1,1,0,1,1,1,1,1,Birds
Bothriochloa bunyensis,Satin-top Grass,Vulnerable,Plantae,Liliopsida,0,0,0,1,0,0,0,0,Plants
Brachionichthys hirsutus,Spotted Handfish,Critically Endangered,Animalia,Actinopterygii,0,0,0,0,0,1,0,0,Fish
Brachiopsilus ziebelli,"Ziebell's Handfish, Waterfall Bay Handfish",Vulnerable,Animalia,Actinopterygii,0,0,0,0,0,1,0,0,Fish
Brachychiton guymeri,Blackwall Range Kurrajong,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Brachychiton sp. Ormeau (L.H.Bird AQ435851),Ormeau Bottle Tree,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Brachyscias verecundus,Ironstone Brachyscias,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Brachyscome brownii,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Brachyscome muelleri,Corunna Daisy,Endangered,Plantae,Magnoliopsida,0,0,0,0,1,0,0,0,Plants
Brachyscome muelleroides,Mueller Daisy,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,1,0,Plants
Brachyscome papillosa,Mossgiel Daisy,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Breynia macrantha,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Bruguiera x hainesii,Haines's Orange Mangrove,Critically Endangered,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Budawangia gnidioides,Budawangs Cliff-heath,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Bulbophyllum globuliforme,"Miniature Moss-orchid, Hoop Pine Orchid",Vulnerable,Plantae,Liliopsida,0,1,0,1,0,0,0,0,Plants
Bulbophyllum gracillimum,Wispy Umbrella Orchid,Vulnerable,Plantae,Liliopsida,0,0,0,1,0,0,0,0,Plants
Bulbophyllum longiflorum,Pale Umbrella Orchid,Vulnerable,Plantae,Liliopsida,0,0,0,1,0,0,0,0,Plants
Burmannia sp. Bathurst Island (R.Fensham 1021),-,Endangered,Plantae,Liliopsida,0,0,1,0,0,0,0,0,Plants
Burramys parvus,Mountain Pygmy-possum,Endangered,Animalia,Mammalia,0,1,0,0,0,0,1,0,Mammals
Cadellia pentastylis,Ooline,Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Cairnsichthys bitaeniatus,Daintree Rainbowfish,Critically Endangered,Animalia,Actinopterygii,0,0,0,1,0,0,0,0,Fish
Cairnsichthys rhombosomoides,"Cairns Rainbowfish, Northern Soft-spined Sunfish",Endangered,Animalia,Actinopterygii,0,0,0,1,0,0,0,0,Fish
Caladenia actensis,Canberra Spider Orchid,Critically Endangered,Plantae,Liliopsida,1,0,0,0,0,0,0,0,Plants
Caladenia amnicola,-,Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Caladenia amoena,Charming Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia ancylosa,"Genoa Spider-orchid, Gippsland Spider Orchid",Critically Endangered,Plantae,Liliopsida,0,1,0,0,0,0,1,0,Plants
Caladenia anthracina,Black-tipped Spider-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Caladenia arenaria,Sand-hill Spider-orchid,Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Caladenia argocalla,White-beauty Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia atroclavia,Black-clubbed Spider-orchid,Endangered,Plantae,Liliopsida,0,1,0,1,0,0,0,0,Plants
Caladenia attenuata,Duramana Fingers,Critically Endangered,Plantae,Liliopsida,0,1,0,0,0,0,0,0,Plants
Caladenia audasii,"McIvor Spider-orchid, Audas' Spider-orchid",Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia barbarella,"Small Dragon Orchid, Common Dragon Orchid",Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia behrii,Pink-lipped Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia brumalis,Winter Spider-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia bryceana subsp. bryceana,Dwarf Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia bryceana subsp. cracens,Northern Dwarf Spider-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia busselliana,Bussell's Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia caesarea subsp. maritima,Cape Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia calcicola,Limestone Spider-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Caladenia campbellii,"Thick-stem Caladenia, Thick-stem Fairy Fingers",Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Caladenia caudata,Tailed Spider-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Caladenia christineae,Christine's Spider Orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia colorata,"Coloured Spider-orchid, Small Western Spider-orchid, Painted Spider-orchid",Endangered,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Caladenia concolor,"Crimson Spider-orchid, Maroon Spider-orchid",Vulnerable,Plantae,Liliopsida,0,1,0,0,1,0,1,0,Plants
Caladenia conferta,Coast Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia cremna,"Don's Spider Orchid, Beady Spider Orchid",Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia dienema,Windswept Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Caladenia dorrienii,Cossack Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia drakeoides,Hinged Dragon Orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia elegans,Elegant Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia excelsa,Giant Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia formosa,"Elegant Spider-orchid, Blood-red Spider-orchid",Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Caladenia fulva,Tawny Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Caladenia gladiolata,"Bayonet Spider-orchid, Clubbed Spider-orchid",Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia graniticola,"Pingaring Spider-orchid, Granite Spider-orchid",Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia granitora,-,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia harringtoniae,"Harrington's Spider-orchid, Pink Spider-orchid",Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia hastata,Melblom's Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia hoffmanii,Hoffman's Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia hopperiana,"Quindanning Spider Orchid, Boddington Spider Orchid",Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia huegelii,"King Spider-orchid, Grand Spider-orchid, Rusty Spider-orchid",Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia insularis,French Island Spider-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia intuta,Ghost Spider-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia leucochila,Collie Spider Orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia lindleyana,Lindley's Spider-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Caladenia lodgeana,Lodge's Spider-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia lowanensis,Wimmera Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Caladenia luteola,Lemon Spider Orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia macroclavia,Large-club Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia melanema,"Ballerina Orchid, Ballerina Spider Orchid",Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia orientalis,Eastern Spider Orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia ornata,Ornate Pink Fingers,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Caladenia ovata,Kangaroo Island Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia pallida,"Rosy Spider Orchid, Pale Spider-orchid, Summer Spider-orchid",Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Caladenia procera,Carbunup King Spider Orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia pumila,Dwarf Spider-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia richardsiorum,Little Dip Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia rigida,Stiff White Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia robinsonii,Frankston Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia rosella,"Rosella Spider-orchid, Little Pink Spider-orchid",Endangered,Plantae,Liliopsida,0,1,0,0,0,0,1,0,Plants
Caladenia saggicola,Sagg Spider-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Caladenia sp. Kilsyth South (G.S.Lorimer 1253),Kilsyth South Spider-orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia sylvicola,Forest Fingers,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Caladenia tensa,"Greencomb Spider-orchid, Rigid Spider-orchid",Endangered,Plantae,Liliopsida,0,1,0,0,1,0,1,0,Plants
Caladenia tessellata,"Thick-lipped Spider-orchid, Daddy Long-legs",Vulnerable,Plantae,Liliopsida,0,1,0,0,0,0,1,0,Plants
Caladenia thysanochila,Fringed Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Caladenia tonellii,Robust Fingers,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,1,0,0,Plants
Caladenia versicolor,Candy Spider-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,1,0,Plants
Caladenia viridescens,Dunsborough Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia wanosa,Kalbarri Spider-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia williamsiae,Williams Spider Orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia winfieldii,Majestic Spider-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Caladenia woolcockiorum,Woolcock's Spider-orchid,Vulnerable,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Caladenia xanthochila,Yellow-lip Spider-orchid,Endangered,Plantae,Liliopsida,0,1,0,0,1,0,1,0,Plants
Caladenia xantholeuca,"White Rabbits, Flinders Ranges White Caladenia",Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Calamanthus pyrrhopygius parkeri,Chestnut-rumped Heathwren (Mt Lofty Ranges),Endangered,Animalia,Aves,0,0,0,0,1,0,0,0,Birds
Calectasia cyanea,Blue Tinsel Lily,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Calectasia elegans,Elegant Tinsel Lily,Critically Endangered,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Calectasia pignattiana,Stilted Tinsel Lily,Vulnerable,Plantae,Liliopsida,0,0,0,0,0,0,0,1,Plants
Calidris acuminata,Sharp-tailed Sandpiper,Vulnerable,Animalia,Aves,1,1,1,1,1,1,1,1,Birds
Calidris canutus,"Red Knot, Knot",Vulnerable,Animalia,Aves,0,1,1,1,1,1,1,1,Birds
Calidris ferruginea,Curlew Sandpiper,Critically Endangered,Animalia,Aves,1,1,1,1,1,1,1,1,Birds
Calidris tenuirostris,Great Knot,Vulnerable,Animalia,Aves,0,1,1,1,1,1,1,1,Birds
Callistemon forresterae,Forrester's Bottlebrush,Vulnerable,Plantae,Magnoliopsida,0,1,0,0,0,0,1,0,Plants
Callistemon kenmorrisonii,Betka Bottlebrush,Vulnerable,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Callistemon megalongensis,Megalong Valley Bottlebrush,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Callistemon pungens,-,Vulnerable,Plantae,Magnoliopsida,0,1,0,1,0,0,0,0,Plants
Callistemon purpurascens,a bottlebrush,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Callistemon wimmerensis,Wimmera Bottlebrush,Critically Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,1,0,Plants
Callitris oblonga subsp. corangensis,Corang Pine,Critically Endangered,Plantae,Pinatae,0,1,0,0,0,0,0,0,Plants
Callitris oblonga subsp. oblonga,South Esk Pine,Endangered,Plantae,Pinatae,0,0,0,0,0,1,0,0,Plants
Callitris oblonga subsp. parva,-,Critically Endangered,Plantae,Pinatae,0,1,0,0,0,0,0,0,Plants
Callocephalon fimbriatum,Gang-gang Cockatoo,Endangered,Animalia,Aves,1,1,0,0,1,0,1,0,Birds
Calochilus cupreus,Copper Beard Orchid,Critically Endangered,Plantae,Liliopsida,0,0,0,0,1,0,0,0,Plants
Calochilus psednus,Cardwell Beard Orchid,Endangered,Plantae,Liliopsida,0,0,0,1,0,0,0,0,Plants
Calochilus pulchellus,"Pretty Beard Orchid, Pretty Beard-orchid",Endangered,Plantae,Liliopsida,0,1,0,0,0,0,1,0,Plants
Calochilus richiae,Bald-tip Beard-orchid,Endangered,Plantae,Liliopsida,0,0,0,0,0,0,1,0,Plants
Calophyllum bicolor,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Calotis glandulosa,Mauve Burr-daisy,Vulnerable,Plantae,Magnoliopsida,1,1,0,0,0,0,0,0,Plants
Calotis moorei,Moore's Burr-daisy,Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo,Endangered,Animalia,Aves,0,0,0,0,1,0,1,0,Birds
Calyptorhynchus banksii naso,"Forest Red-tailed Black-Cockatoo, Karrak",Vulnerable,Animalia,Aves,0,0,0,0,0,0,0,1,Birds
Calyptorhynchus baudinii,"Baudin's Cockatoo, Long-billed Black-Cockatoo",Endangered,Animalia,Aves,0,0,0,0,0,0,0,1,Birds
Calyptorhynchus lathami halmaturinus,"Kangaroo Island Glossy Black-Cockatoo, Glossy Black-Cockatoo (South Australian)",Endangered,Animalia,Aves,0,0,0,0,1,0,0,0,Birds
Calyptorhynchus lathami lathami,South-eastern Glossy Black-Cockatoo,Vulnerable,Animalia,Aves,1,1,0,1,0,0,1,0,Birds
Calyptorhynchus latirostris,"Carnaby's Cockatoo,  Short-billed Black-Cockatoo",Endangered,Animalia,Aves,0,0,0,0,0,0,0,1,Birds
Calystegia affinis,-,Critically Endangered,Plantae,Magnoliopsida,0,1,0,0,0,0,0,0,Plants
Calytrix breviseta subsp. breviseta,Swamp Starflower,Endangered,Plantae,Magnoliopsida,0,0,0,0,0,0,0,1,Plants
Calytrix gurulmundensis,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Canarium acutifolium,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Capparis thozetiana,-,Vulnerable,Plantae,Magnoliopsida,0,0,0,1,0,0,0,0,Plants
Carcharias taurus (east coast population),Grey Nurse Shark (east coast population),Critically Endangered,Animalia,Chondrichthyes,0,1,0,1,0,0,1,0,Fish
Carcharias taurus (west coast population),Grey Nurse Shark (west coast population),Vulnerable,Animalia,Chondrichthyes,0,0,0,0,0,0,0,1,Fish
Carcharodon carcharias,"White Shark, Great White Shark",Vulnerable,Animalia,Chondrichthyes,0,1,1,1,1,1,1,1,Fish
